inst,ground_truth
"add r0, r8, 0x31 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x0000104c] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x22] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x23] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0x35 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x24] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0x4d ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001040] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0x65 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x0000103c] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0x79 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001048] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x7d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0x81 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x0000103c] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0x95 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0xad ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001048] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x7e] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0xb1 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x0000103c] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x7f] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0xc5 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0xdd ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0xf5 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001048] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x80] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"add r0, r8, 0xf9 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x111] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"ldr r2, [0x00001038] ",0
"add r0, r8, r2 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x0000104c] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"ldr r2, [0x00001034] ",0
"add r0, r8, r2 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x112] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"ldr r2, [0x00001030] ",0
"add r0, r8, r2 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x113] ",0
"ldrb r1, [r8, 0x19e] ",0
"str r0, [sp, -4]! ",0
"ldr r2, [0x0000102c] ",0
"add r0, r8, r2 ",0
"str sb, [sp, -4]! ",0
"str r8, [sp, -4]! ",0
"str lr, [sp, -4]! ",0
"ldr r8, [0x00001044] ",0
"ldr r8, [r8] ",0
"mov lr, pc ",0
"mov pc, r8 ",0
"mov r0, r0 ",0
pop {lr} ,0
pop {r8} ,0
pop {sb} ,0
pop {r0} ,0
"mov r1, r0 ",0
"strb r1, [r8, 0x19d] ",0
"mov r1, 0 ",0
"str r1, [r8, 0x161] ",0
"mov r1, 0 ",0
"str r1, [r8, 0x165] ",0
"mov r1, 0 ",0
"str r1, [r8, 0x169] ",0
"mov r1, 0 ",0
"str r1, [r8, 0x16d] ",0
"mov r1, 0 ",0
"str r1, [r8, 0x171] ",0
"mov r1, 0 ",0
"str r1, [r8, 0x175] ",0
"mov r1, 0 ",0
"strb r1, [r8, 0x114] ",0
"mov r1, 0 ",0
"ldr r2, [0x00001028] ",0
"strh r1, [r8, r2] ",0
"mov r1, 1 ",0
"ldr r2, [0x00001024] ",0
"strh r1, [r8, r2] ",0
"mov r1, 2 ",0
"ldr r2, [0x00001020] ",0
"strh r1, [r8, r2] ",0
"mov r1, 3 ",0
"ldr r2, [0x0000101c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 4 ",0
"ldr r2, [0x00001018] ",0
"strh r1, [r8, r2] ",0
"mov r1, 5 ",0
"ldr r2, [0x00001014] ",0
"strh r1, [r8, r2] ",0
"mov r1, 6 ",0
"ldr r2, [0x00001010] ",0
"strh r1, [r8, r2] ",0
"mov r1, 7 ",0
"ldr r2, [0x0000100c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 8 ",0
"ldr r2, [0x00001008] ",0
"strh r1, [r8, r2] ",0
"mov r1, 9 ",0
"ldr r2, [0x00001004] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xa ",0
"ldr r2, [0x00001000] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xb ",0
"ldr r2, [0x00000ffc] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xc ",0
"ldr r2, [0x00000ff8] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xd ",0
"ldr r2, [0x00000ff4] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xe ",0
"ldr r2, [0x00000ff0] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xf ",0
"ldr r2, [0x00000fec] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x10 ",0
"ldr r2, [0x00000fe8] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x11 ",0
"ldr r2, [0x00000fe4] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x12 ",0
"ldr r2, [0x00000fe0] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x13 ",0
"ldr r2, [0x00000fdc] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x14 ",0
"ldr r2, [0x00000fd8] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x15 ",0
"ldr r2, [0x00000fd4] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x16 ",0
"ldr r2, [0x00000fd0] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x17 ",0
"ldr r2, [0x00000fcc] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x18 ",0
"ldr r2, [0x00000fc8] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x19 ",0
"ldr r2, [0x00000fc4] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1a ",0
"ldr r2, [0x00000fc0] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1b ",0
"ldr r2, [0x00000fbc] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1c ",0
"ldr r2, [0x00000fb8] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1d ",0
"ldr r2, [0x00000fb4] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1e ",0
"ldr r2, [0x00000fb0] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1f ",0
"ldr r2, [0x00000fac] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0 ",0
"ldr r2, [0x00000fa8] ",0
"strh r1, [r8, r2] ",0
"mov r1, 1 ",0
"ldr r2, [0x00000fa4] ",0
"strh r1, [r8, r2] ",0
"mov r1, 2 ",0
"ldr r2, [0x00000fa0] ",0
"strh r1, [r8, r2] ",0
"mov r1, 3 ",0
"ldr r2, [0x00000f9c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 4 ",0
"ldr r2, [0x00000f98] ",0
"strh r1, [r8, r2] ",0
"mov r1, 5 ",0
"ldr r2, [0x00000f94] ",0
"strh r1, [r8, r2] ",0
"mov r1, 6 ",0
"ldr r2, [0x00000f90] ",0
"strh r1, [r8, r2] ",0
"mov r1, 7 ",0
"ldr r2, [0x00000f8c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 8 ",0
"ldr r2, [0x00000f88] ",0
"strh r1, [r8, r2] ",0
"mov r1, 9 ",0
"ldr r2, [0x00000f84] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xa ",0
"ldr r2, [0x00000f80] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xb ",0
"ldr r2, [0x00000f7c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xc ",0
"ldr r2, [0x00000f78] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xd ",0
"ldr r2, [0x00000f74] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xe ",0
"ldr r2, [0x00000f70] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0xf ",0
"ldr r2, [0x00000f6c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x10 ",0
"ldr r2, [0x00000f68] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x11 ",0
"ldr r2, [0x00000f64] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x12 ",0
"ldr r2, [0x00000f60] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x13 ",0
"ldr r2, [0x00000f5c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x14 ",0
"ldr r2, [0x00000f58] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x15 ",0
"ldr r2, [0x00000f54] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x16 ",0
"ldr r2, [0x00000f50] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x17 ",0
"ldr r2, [0x00000f4c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x18 ",0
"ldr r2, [0x00000f48] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x19 ",0
"ldr r2, [0x00000f44] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1a ",0
"ldr r2, [0x00000f40] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1b ",0
"ldr r2, [0x00000f3c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1c ",0
"ldr r2, [0x00000f38] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1d ",0
"ldr r2, [0x00000f34] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1e ",0
"ldr r2, [0x00000f30] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x1f ",0
"ldr r2, [0x00000f2c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x20 ",0
"ldr r2, [0x00000f28] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x21 ",0
"ldr r2, [0x00000f24] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x22 ",0
"ldr r2, [0x00000f20] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x23 ",0
"ldr r2, [0x00000f1c] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000f18] ",0
"ldr r2, [0x00000f14] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000f10] ",0
"ldr r2, [0x00000f0c] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000f08] ",0
"ldr r2, [0x00000f04] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000f00] ",0
"ldr r2, [0x00000efc] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ef8] ",0
"ldr r2, [0x00000ef4] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ef0] ",0
"ldr r2, [0x00000eec] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ee8] ",0
"ldr r2, [0x00000ee4] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ee0] ",0
"ldr r2, [0x00000edc] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ed8] ",0
"ldr r2, [0x00000ed4] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ed0] ",0
"ldr r2, [0x00000ecc] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ec8] ",0
"ldr r2, [0x00000ec4] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ec0] ",0
"ldr r2, [0x00000ebc] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000eb8] ",0
"ldr r2, [0x00000eb4] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000eb0] ",0
"ldr r2, [0x00000eac] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ea8] ",0
"ldr r2, [0x00000ea4] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000ea0] ",0
"ldr r2, [0x00000e9c] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e98] ",0
"ldr r2, [0x00000e94] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e90] ",0
"ldr r2, [0x00000e8c] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e88] ",0
"ldr r2, [0x00000e84] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e80] ",0
"ldr r2, [0x00000e7c] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e78] ",0
"ldr r2, [0x00000e74] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e70] ",0
"ldr r2, [0x00000e6c] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e68] ",0
"ldr r2, [0x00000e64] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e60] ",0
"ldr r2, [0x00000e5c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0 ",0
"ldr r2, [0x00000e58] ",0
"strh r1, [r8, r2] ",0
"mov r1, 1 ",0
"ldr r2, [0x00000e54] ",0
"strh r1, [r8, r2] ",0
"mov r1, 2 ",0
"ldr r2, [0x00000e50] ",0
"strh r1, [r8, r2] ",0
"mov r1, 4 ",0
"ldr r2, [0x00000e4c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 8 ",0
"ldr r2, [0x00000e48] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x10 ",0
"ldr r2, [0x00000e44] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x11 ",0
"ldr r2, [0x00000e40] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0x12 ",0
"ldr r2, [0x00000e3c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 0 ",0
"ldr r2, [0x00000e38] ",0
"strh r1, [r8, r2] ",0
"mov r1, 1 ",0
"ldr r2, [0x00000e34] ",0
"strh r1, [r8, r2] ",0
"mov r1, 2 ",0
"ldr r2, [0x00000e30] ",0
"strh r1, [r8, r2] ",0
"mov r1, 3 ",0
"ldr r2, [0x00000e2c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 4 ",0
"ldr r2, [0x00000e28] ",0
"strh r1, [r8, r2] ",0
"ldr r1, [0x00000e24] ",0
"str r1, [r8, -0x22f] ",0
"mov r1, 0 ",0
"ldr r2, [0x00000e20] ",0
"strh r1, [r8, r2] ",0
"mov r1, 1 ",0
"ldr r2, [0x00000e1c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 1 ",0
"ldr r2, [0x00000e18] ",0
"strh r1, [r8, r2] ",0
"mov r1, 2 ",0
"ldr r2, [0x00000e14] ",0
"strh r1, [r8, r2] ",0
"mov r1, 3 ",0
"ldr r2, [0x00000e10] ",0
"strh r1, [r8, r2] ",0
"mov r1, 4 ",0
"ldr r2, [0x00000e0c] ",0
"strh r1, [r8, r2] ",0
"mov r1, 5 ",0
"ldr r2, [0x00000e08] ",0
"strh r1, [r8, r2] ",0
"mov r1, 6 ",0
"ldr r2, [0x00000e04] ",0
